
0,50,
1,49,
2,48,
3,48,
4,47,
5,47,
6,47,
7,47,
8,47,
9,47,
10,47,
11,47,
12,47,
13,47,
14,47,
15,47,
16,47,
17,47,
18,47,
19,47,
20,47,
21,47,
22,47,
23,47,
24,47,
25,47,
26,47,
27,47,
28,47,
29,47,
30,47,
31,47,
32,47,
33,47,
34,47,
35,47,
36,47,
37,47,
38,47,
39,47,
40,47,
41,47,
42,47,
43,47,
44,47,
45,47,
46,47,
47,47,
48,47,
49,47,
50,47,
51,47,
52,47,
53,47,
54,47,
55,47,
56,47,
57,47,
58,47,
59,47,
60,47,
61,47,
62,47,
63,47,
64,47,
65,47,
66,47,
67,47,
68,47,
69,47,
70,47,
71,47,
72,47,
73,47,
74,47,
75,47,
76,47,
77,47,
78,47,
79,47,
80,47,
81,47,
82,47,
83,47,
84,47,
85,47,
86,47,
87,47,
88,47,
89,47,
90,47,
91,47,
501,47,
558,47,
777,47,
92,46,
93,46,
94,46,
95,46,
96,46,
97,46,
98,46,
99,46,
100,46,
101,46,
102,46,
103,46,
104,46,
105,46,
106,46,
107,46,
108,46,
109,46,
110,46,
111,46,
112,46,
113,46,
114,46,
115,46,
116,46,
117,46,
118,46,
119,46,
120,46,
121,46,
122,46,
123,46,
124,46,
125,46,
126,46,
127,46,
128,46,
129,46,
130,46,
131,46,
132,46,
133,46,
134,46,
135,46,
136,46,
137,46,
138,46,
139,46,
140,46,
141,46,
142,46,
143,46,
144,46,
145,46,
146,46,
147,46,
148,46,
149,46,
150,46,
151,46,
152,46,
153,46,
154,46,
155,46,
156,46,
157,46,
158,46,
892,46,
159,45,
160,45,
161,45,
162,45,
163,45,
164,45,
165,45,
166,45,
167,45,
168,45,
169,45,
170,45,
171,45,
172,45,
173,45,
174,45,
175,45,
176,45,
177,45,
178,45,
179,45,
180,45,
181,45,
182,45,
183,45,
184,45,
185,45,
186,45,
187,45,
188,45,
189,45,
190,45,
191,45,
192,45,
193,45,
194,45,
195,45,
196,45,
197,45,
198,45,
199,45,
200,45,
201,45,
202,45,
203,45,
204,45,
205,45,
206,45,
207,45,
208,45,
209,45,
210,45,
211,45,
212,45,
213,45,
214,45,
215,45,
216,45,
217,45,
218,45,
219,45,
220,45,
221,45,
222,45,
223,45,
224,45,
225,45,
226,45,
